numero,grupo_parlamentario,congresista,votacion
71,JP,"LUQUE IBARRA, RUTH",SI
72,SP-PM,"MÁLAGA TRILLO, GEORGE EDWARD",AUS
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",SI
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",AUS
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",AUS
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",SI
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",SI
78,AP,"MONTEZA FACHO, SILVIA MARÍA",AUS
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI
80,FP,"MORANTE FIGARI, JORGE ALBERTO",SI
81,AP,"MORI CELIS, JUAN CARLOS",SINRES
82,FP,"MOYANO DELGADO, MARTHA LUPE",SI
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",AUS
84,FP,"OBANDO MORGAN, AURISTELA ANA",SI
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
86,SP-PM,"PABLO MEDINA, FLOR AIDEE",SI
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",SI
88,PL,"PALACIOS HUÁMAN, MARGOT",AUS
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",SI
90,AP,"PAREDES FONSECA, KAROL IVETT",AUS
91,PL,"PAREDES GONZALES, ALEX ANTONIO",AUS
92,SP-PM,"PAREDES PIQUÉ, SUSEL ANA MARÍA",AUS
93,PL,"PARIONA SINCHE, ALFREDO",AUS
94,APP,"PICÓN QUEDO, LUIS RAÚL",SINRES
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SI
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",AUS
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",SI
98,PL,"QUISPE MAMANI, WILSON RUSBEL",SI
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",SI
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",SI
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SI
102,PL,"REYES CAM, ABEL AUGUSTO",SI
103,JP,"REYMUNDO MERCADO, EDGARD CORNELIO",AUS
104,PL,"RIVAS CHACARA, JANET MILAGROS",SI
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",SI
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",SI
107,SP-PM,"SAAVEDRA CASTERNOQUE, HITLER",SI
108,APP,"SALHUANA CAVIDES, EDUARDO",SI
109,JP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",LO
110,AP,"SOTO PALACIOS, WILSON",AUS
111,APP,"SOTO REYES, ALEJANDRO",SI
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",SI
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",SI
114,PL,"TELLO MONTES, NIVARDO EDGAR",SI
115,APP,"TORRES SALINAS, ROSIO",AUS
116,APP,"TRIGOZO REÁTEGUI, CHERYL",SI
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",AUS
118,PL,"UGARTE MAMANI, JHAKELINE KATY",SI
119,SP-PM,"VALER PINTO, HÉCTOR",SI
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",SINRES
121,PL,"VÁSQUEZ VELA, LUCINDA",LE
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",SI
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",SI
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",LP
125,PP,"WONG PUJADA, ENRIQUE",LO
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
127,PL,"ZEA CHOQUECHAMBI, OSCAR",AUS
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",AUS
129,AP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",SI
130,FP,"ZETA CHUNGA, CRUZ MARÍA",SI
