numero,grupo_parlamentario,congresista,votacion,
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",NO,
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",SI,
75,PL,"MEDINA HERMOSILLA, ELIZABETH SARA",NO,
76,RP,"MEDINA MINAYA, ESDRAS RICARDO",SI,
77,PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO,
78,AP,"MONTEZA FACHO, SILVIA MARÍA",ABST,
79,RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI,
80,FP,"MORANTE FIGARI, JORGE ALBERTO",SI,
81,AP,"MORI CELIS, JUAN CARLOS",ABST,
82,FP,"MOYANO DELGADO, MARTHA LUPE",SI,
83,RP,"MUÑANTE BARRIOS, ALEJANDRO",SI,
84,FP,"OBANDO MORGAN, AURISTELA ANA",SI,
85,FP,"OLIVOS MARTÍNEZ, VIVIAN",SI,
86,SP-PM,"PABLO MEDINA, FLOR AIDEE",NO,
87,RP,"PADILLA ROMERO, JAVIER ROMMEL",SI,
88,PL,"PALACIOS HUÁMAN, MARGOT",NO,
89,PL,"PAREDES CASTRO, FRANCIS JHASMINA",NO,
90,AP,"PAREDES FONSECA, KAROL IVETT",ABST,
91,PL,"PAREDES GONZALES, ALEX ANTONIO",NO,
92,SP-PM,"PAREDES PIQUÉ, SUSEL ANA MARÍA",NO,
93,PL,"PARIONA SINCHE, ALFREDO",NO,
94,APP,"PICÓN QUEDO, LUIS RAÚL",NO,
95,PL,"PORTALATINO ÁVALOS, KELLY ROXANA",NO,
96,AP,"PORTERO LÓPEZ, HILDA MARLENY",ABST,
97,PL,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",LO,
98,PL,"QUISPE MAMANI, WILSON RUSBEL",NO,
99,PL,"QUITO SARMIENTO, BERNARDO JAIME",NO,
100,FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",SI,
101,FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SI,
102,PL,"REYES CAM, ABEL AUGUSTO",NO,
103,JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",AUS,
104,PL,"RIVAS CHACARA, JANET MILAGROS",NO,
105,PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",NO,
106,APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",NO,
107,SP-PM,"SAAVEDRA CASTERNOQUE, HITLER",NO,
108,APP,"SALHUANA CAVIDES, EDUARDO",NO,
109,JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",AUS,
110,AP,"SOTO PALACIOS, WILSON",ABST,
111,APP,"SOTO REYES, ALEJANDRO",NO,
112,PL,"TACURI VALDIVIA, GERMÁN ADOLFO",NO,
113,PL,"TAIPE CORONADO, MARÍA ELIZABETH",NO,
114,PL,"TELLO MONTES, NIVARDO EDGAR",NO,
115,APP,"TORRES SALINAS, ROSIO",ABST,
116,APP,"TRIGOZO REÁTEGUI, CHERYL",AUS,
117,AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI,
118,PL,"UGARTE MAMANI, JHAKELINE KATY",NO,
119,SP-PM,"VALER PINTO, HÉCTOR",NO,
120,PL,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO,
121,PL,"VÁSQUEZ VELA, LUCINDA",LO,
122,FP,"VENTURA ANGEL, HÉCTOR JOSÉ",SI,
123,AP,"VERGARA MENDOZA, ELVIS HERNÁN",NO,
124,AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI,
125,PP,"WONG PUJADA, ENRIQUE",NO,
126,AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI,
127,PL,"ZEA CHOQUECHAMBI, OSCAR",NO,
128,RP,"ZEBALLOS APONTE, JORGE ARTURO",SI,
129,AP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",AUS,
130,FP,"ZETA CHUNGA, CRUZ MARÍA",SI,
