periodo_parlamentario,periodo_anual,legislatura,fecha,titulo,url,filename,paginas,provisional
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-10-25,"Asistencia a la sesión del 25-10-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/F9A2587A063D3B4305258782006B5CF8/$FILE/Asis_OFICIAL-25-10-21.pdf,Asis_OFICIAL-25-10-21.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-10-21,"Asistencias y votaciones de la sesión del 21-10-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C7E242AA0224776B05258782005DC225/$FILE/Asis_vot_OFICIAL_21-10-21.pdf,Asis_vot_OFICIAL_21-10-21.pdf,28,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-10-19,"Asistencias y votaciones de la sesión del 19-10-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/A4BB77365A4E02B805258779006BE30E/$FILE/Asis_vot_OFICIAL_19.10.21.pdf,Asis_vot_OFICIAL_19.10.21.pdf,11,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-10-06,"Asistencia a la sesión solemne del 06-10-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/4E2FEBB066F88F9405258767005BF0A6/$FILE/Asis-OFICIAL-06-10-2021.pdf,Asis-OFICIAL-06-10-2021.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-30,"Asistencia a la sesión del 30-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/9FF4724EFAD0845B05258767005BDD76/$FILE/Asis-OFICIAL-30-09-2021.pdf,Asis-OFICIAL-30-09-2021.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-29,"Asistencias y votaciones de la sesión del 29-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/807EF3A0C55FD41705258767005C0085/$FILE/Asis_vot_OFICIAL_29-09-2021.pdf,Asis_vot_OFICIAL_29-09-2021.pdf,22,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-16,"Asistencias y votaciones de la Segunda Sesión Ordinaria del 16-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/60DF5F886BE1797405258760005E97EA/$FILE/Asis_vot_OFICIAL_16-09-21_II.pdf,Asis_vot_OFICIAL_16-09-21_II.pdf,14,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-16,"Asistencias y votaciones de la Primera Sesión Ordinaria del 16-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8A39974FBEA89E8105258760005E7F6E/$FILE/Asis_vot_OFICIAL_16-09-21.pdf,Asis_vot_OFICIAL_16-09-21.pdf,25,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-16,"Asistencia a la sesión solemne por el 199° Aniversario del Parlamento Nacional",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/B869E4AEB9EBF0B205258752007B04AE/$FILE/Asis_OFICIAL_Ses_Solemne_16-06-2021.pdf,Asis_OFICIAL_Ses_Solemne_16-06-2021.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-09,"Asistencias y votaciones de la sesión del 09-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/A9400F86710FD94C052587510071B700/$FILE/Asis_vot_OFICIAL_09-09-21.pdf,Asis_vot_OFICIAL_09-09-21.pdf,19,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-02,"Asistencias y votaciones de la sesión del 02-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/63496A82320A2BF40525874F00537F01/$FILE/Asis_vot_OFICIAL-02-09-21.pdf,Asis_vot_OFICIAL-02-09-21.pdf,27,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-09-02,"Asistencia a la sesión extraordinaria del 02-09-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/DC1D57937F2AB9C60525874F005359D6/$FILE/Asis_OFICIAL_02-09-21.pdf,Asis_OFICIAL_02-09-21.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-27,"Asistencias y votación de la sesión del 27-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C0251A62DAFA4B51052587480056EC8A/$FILE/Asis-vot-OFICIAL-27-08-21.pdf,Asis-vot-OFICIAL-27-08-21.pdf,3,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-26,"Asistencia a la sesión del 26-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/97242E4D06BBCA590525874F005233FD/$FILE/Asis-OFICIAL-26-08-2021.pdf,Asis-OFICIAL-26-08-2021.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-24,"Asistencias y votaciones de la sesión del 24-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C8658AA96E0B08180525873E00071567/$FILE/Asis_vot_OFICIAL_24-08-21.pdf,Asis_vot_OFICIAL_24-08-21.pdf,5,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-19,"Asistencias y votaciones de la sesión del 19-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1578E79652B80B060525873E0006FF63/$FILE/Asis-vot-OFICIAL-19-08-21.pdf,Asis-vot-OFICIAL-19-08-21.pdf,19,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-12,"Asistencias y votaciones de la sesión del 12-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1BF7AD99878BDBB70525873E00044D38/$FILE/Asis_vot_OFICIAL_12_08_21.pdf,Asis_vot_OFICIAL_12_08_21.pdf,24,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-08-05,"Asistencias y votación de la sesión del 05-08-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/F2F60722E4B8D7FF0525873C0076FBB5/$FILE/Asis-vot-OFICIAL-05-08-21.pdf,Asis-vot-OFICIAL-05-08-21.pdf,3,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-07-28,"Asistencia a la sesión solemne del 28-07-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/66D71D5023DE4B15052587330075AB83/$FILE/Asis-OFICIAL-28-07-21.pdf,Asis-OFICIAL-28-07-21.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-07-27,"Asistencia a la sesión del 27-07-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/DF7507B9658C696A0525873300768E94/$FILE/Asis-OFICIAL-27-07-21.pdf,Asis-OFICIAL-27-07-21.pdf,1,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-07-26,"Asistencia y votación de la sesión del 26-07-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/15E10BDEB4CB1A74052587330076502C/$FILE/Asis-vot-OFICIAL-26-07-21.pdf,Asis-vot-OFICIAL-26-07-21.pdf,2,false
2021-2026,2021-2022,Primera Legislatura Ordinaria,2021-07-23,"Asistencia a la sesión del 23-07-2021",https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/803B61397F97D9D705258733007603C0/$FILE/Asis-OFICIAL-23-07-21.pdf,Asis-OFICIAL-23-07-21.pdf,1,false
